epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6839568532746414,0.6379310344827587,0.7007965445518494,0.42857142857142855
2,0.681087510339145,0.6379310344827587,0.7030521205493382,0.42857142857142855
3,0.6782163340469887,0.6379310344827587,0.7052187323570251,0.42857142857142855
4,0.6754901121402609,0.6379310344827587,0.7077552080154419,0.42857142857142855
5,0.6728548756961165,0.6379310344827587,0.7100824373109,0.42857142857142855
6,0.6704070547531391,0.6379310344827587,0.7128765327589852,0.42857142857142855
