event_date,event_type_raw,event_source,event_title,t_minus_2_date,t_minus_1_date,t_minus_2_intraday_return,t_minus_2_amplitude,t_minus_2_volume_change_vs_prev,t_minus_2_close_change_vs_prev_close,t_minus_1_intraday_return,t_minus_1_amplitude,t_minus_1_volume_change_vs_prev,t_minus_1_close_change_vs_prev_close,target_post_3d_return,label,event_type,title_length,positive_keyword_count,negative_keyword_count,sentiment_score,is_report,is_dividend,is_governance,is_manual_source
2024-09-23,4,moutai_ir|moutai_ir_gsgg,贵州茅台关于以集中竞价交易方式回购公司股份方案的公告；贵州茅台第四届董事会2024年度第十一次会议决议公告,2024-09-19,2024-09-20,-0.00084277238403452,0.039652440668824125,0.2988632672945762,-0.004951907743440897,0.002040368952666874,0.020125457396759118,-0.33350003334000133,0.0024629710853943053,0.22549532079925813,1,4,53,1,0,1,0,0,0,0
2024-09-27,4,moutai_ir_gsgg,贵州茅台关于回购股份事项前十大股东及前十大无限售条件股东持股情况的公告,2024-09-25,2024-09-26,-0.0007926861491306533,0.022867108054446188,-0.26350173782279185,0.020352153936291483,0.097423972457947,0.10107057651073606,0.31538523947318603,0.09821995224999244,-0.02191458140253318,0,4,35,1,0,1,0,0,0,0
2024-10-22,6,moutai_ir_gsgg,贵州茅台关于职工董事选举结果的公告,2024-10-18,2024-10-21,0.03386100059256751,0.06269928609723759,0.7389508362899139,0.032695397277262506,-0.008466539770905451,0.019621086527900004,-0.38780804150453957,-0.008324463003902976,0.010800239853907259,1,6,17,0,0,0,0,0,1,0
2024-10-28,1,moutai_ir_gsgg|moutai_ir,贵州茅台2024年第三季度主要经营数据公告；贵州茅台2024年第三季度报告；贵州茅台第四届监事会2024年度第四次会议决议公告,2024-10-24,2024-10-25,-0.0059236920757155245,0.020187673335307903,-0.4032378766713231,-0.010254279318526035,0.008052678789855756,0.019557476419581922,0.15976257158383145,0.0045031013841112235,-0.024980531163565106,0,1,63,0,0,0,1,0,0,0
2024-11-11,3,moutai_ir_gsgg,贵州茅台2024年中期利润分配方案公告；贵州茅台关于召开2024年第一次临时股东大会的通知；贵州茅台第四届监事会2024年度第五次会议决议公告,2024-11-07,2024-11-08,0.05829107880189914,0.061330715121518234,0.9861018840849299,0.05224798737596626,-0.03211706455580439,0.04169163329023314,-0.18689037851724,-0.024890385715193537,-0.015900746763695617,0,3,71,0,0,0,0,1,0,0
2024-11-22,9,moutai_ir_gsgg,贵州茅台2024年第一次临时股东大会会议资料,2024-11-20,2024-11-21,0.0012333396930959862,0.015447409305241404,-0.35835387482715086,0.001970705362500595,0.0008580592878107849,0.011570180396750276,-0.14443663621457015,0.00021778040929116814,0.007840098297937552,1,9,22,0,0,0,0,0,0,0
2024-12-16,3,eastmoney_notice,贵州茅台2024年中期权益分派实施公告,2024-12-12,2024-12-13,0.02319131115352399,0.02540196899586703,0.41340028984530347,0.02068266491343402,-0.02102985955227625,0.024488494951070416,0.1806280849846198,-0.031401808958909226,0.016400782498484562,1,3,19,0,0,0,0,1,0,0
2025-01-03,2,sina_bulletin,贵州茅台2024年度生产经营情况公告,2024-12-31,2025-01-02,-0.0009498995820440913,0.015598708136568428,0.566016713091922,-0.0006786838961885112,-0.024449213550297465,0.030215153079242624,0.2712557808609036,-0.024449213550297465,-0.02283201258922048,0,2,18,0,0,0,0,0,0,0
2025-04-03,1,eastmoney_notice|moutai_ir,贵州茅台2024年年度利润分配方案公告；贵州茅台2024年年度报告,2025-04-01,2025-04-02,-0.005276242363333433,0.011689719922773687,-0.11994308750296419,-0.0032992368030527997,-0.005961073789862203,0.014803111972597616,0.16803190342746283,-0.0046528322454568415,-0.01834814014182896,0,1,33,0,0,0,1,0,0,0
2025-04-30,1,sina_bulletin|moutai_ir,贵州茅台2025年第一季度主要经营数据公告；贵州茅台2025年第一季度报告,2025-04-28,2025-04-29,-0.0013329423369145051,0.005598357815040982,-0.007111412123264477,0.0,-0.00400416433090414,0.013694242011692148,0.2907230559345157,-0.00400416433090414,0.020856737816294907,1,1,37,0,0,0,1,0,0,0
2025-08-13,1,moutai_ir,贵州茅台2025年半年度报告,2025-08-11,2025-08-12,0.015362190433999744,0.02071394886891408,1.5279549718574108,0.01720102218309101,-0.008392746870263316,0.020399427384494427,-0.10899298119128904,-0.005601531272870599,0.006052618384201625,1,1,14,0,0,0,1,0,0,0
2025-10-30,1,moutai_ir,贵州茅台2025年第三季度报告,2025-10-28,2025-10-29,0.0021155961750021156,0.0071225071225070585,-0.26893428925664387,0.0032404956052101506,-0.0057342203013995815,0.011659110489668511,0.2511797669960183,-0.00921860046163367,0.0016110865566945573,1,1,15,0,0,0,1,0,0,0
2025-11-06,4,eastmoney_notice,贵州茅台关于以集中竞价交易方式回购公司股份方案的公告,2025-11-04,2025-11-05,-0.004322746148504143,0.008503762915089927,-0.23104087067268728,-0.004252182787164078,-0.00414428680461947,0.007832060088592168,0.2977113603854551,-0.006348573706086711,0.016907955809718104,1,4,26,1,0,1,0,0,0,0
2025-12-11,3,eastmoney_notice,贵州茅台2025年中期权益分派实施公告,2025-12-09,2025-12-10,-0.012350549032827235,0.015025784102074953,0.2687557658542392,-0.01234346535079543,0.0020348245690531923,0.01425830644458002,-0.2228503072665009,0.0012998801786427245,0.007211659690352507,1,3,19,0,0,0,0,1,0,0
